,rouge-1,rouge-2,rouge-l,id,ROUGE-1_F1,ROUGE-1_Precision,ROUGE-1_Recall,ROUGE-2_F1,ROUGE-2_Precision,ROUGE-2_Recall,ROUGE-L_F1,ROUGE-L_Precision,ROUGE-L_Recall,ID_F1,ID_Precision,ID_Recall
2620,"{'f': 0.0, 'p': 0.0, 'r': 0.0}","{'f': 0.0, 'p': 0.0, 'r': 0.0}","{'f': 0.0, 'p': 0.0, 'r': 0.0}",id_cnn_30639,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-,-,-
2621,"{'f': 0.0, 'p': 0.0, 'r': 0.0}","{'f': 0.0, 'p': 0.0, 'r': 0.0}","{'f': 0.0, 'p': 0.0, 'r': 0.0}",id_cnn_89323,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-,-,-
2622,"{'f': 0.2777777733333334, 'p': 0.20833333333333334, 'r': 0.4166666666666667}","{'f': 0.0588235250346024, 'p': 0.043478260869565216, 'r': 0.09090909090909091}","{'f': 0.22857142406530614, 'p': 0.17391304347826086, 'r': 0.3333333333333333}",id_dm_4822,0.2777777733333334,0.20833333333333334,0.4166666666666667,0.0588235250346024,0.043478260869565216,0.09090909090909091,0.22857142406530614,0.17391304347826086,0.3333333333333333,-,-,-
2623,"{'f': 0.34146340963712074, 'p': 0.3333333333333333, 'r': 0.35}","{'f': 0.051282046285339083, 'p': 0.05, 'r': 0.05263157894736842}","{'f': 0.2702702652739226, 'p': 0.2631578947368421, 'r': 0.2777777777777778}",id_dm_159304,0.34146340963712074,0.3333333333333333,0.35,0.051282046285339083,0.05,0.05263157894736842,0.2702702652739226,0.2631578947368421,0.2777777777777778,-,-,-
2624,"{'f': 0.19512194622248677, 'p': 0.2, 'r': 0.19047619047619047}","{'f': 0.0, 'p': 0.0, 'r': 0.0}","{'f': 0.15789473185595584, 'p': 0.16666666666666666, 'r': 0.15}",id_dm_71050,0.19512194622248677,0.2,0.19047619047619047,0.0,0.0,0.0,0.15789473185595584,0.16666666666666666,0.15,-,-,-
2625,"{'f': 0.15384614958579892, 'p': 0.1111111111111111, 'r': 0.25}","{'f': 0.08333332920138908, 'p': 0.058823529411764705, 'r': 0.14285714285714285}","{'f': 0.15384614958579892, 'p': 0.1111111111111111, 'r': 0.25}",id_dm_164843,0.15384614958579892,0.1111111111111111,0.25,0.08333332920138908,0.058823529411764705,0.14285714285714285,0.15384614958579892,0.1111111111111111,0.25,-,-,-
2626,"{'f': 0.357142852244898, 'p': 0.4166666666666667, 'r': 0.3125}","{'f': 0.18518518029492467, 'p': 0.21739130434782608, 'r': 0.16129032258064516}","{'f': 0.2799999952000001, 'p': 0.35, 'r': 0.23333333333333334}",id_dm_50354,0.357142852244898,0.4166666666666667,0.3125,0.18518518029492467,0.21739130434782608,0.16129032258064516,0.2799999952000001,0.35,0.23333333333333334,-,-,-
2627,"{'f': 0.26086956136105866, 'p': 0.17647058823529413, 'r': 0.5}","{'f': 0.0, 'p': 0.0, 'r': 0.0}","{'f': 0.18181817785123974, 'p': 0.125, 'r': 0.3333333333333333}",id_cnn_62822,0.26086956136105866,0.17647058823529413,0.5,0.0,0.0,0.0,0.18181817785123974,0.125,0.3333333333333333,-,-,-
2628,"{'f': 0.0, 'p': 0.0, 'r': 0.0}","{'f': 0.0, 'p': 0.0, 'r': 0.0}","{'f': 0.0, 'p': 0.0, 'r': 0.0}",id_cnn_3529,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-,-,-
2629,"{'f': 0.9499999950000001, 'p': 0.95, 'r': 0.95}","{'f': 0.9473684160526316, 'p': 0.9473684210526315, 'r': 0.9473684210526315}","{'f': 0.9444444394444445, 'p': 0.9444444444444444, 'r': 0.9444444444444444}",id_dm_151245,0.9499999950000001,0.95,0.95,0.9473684160526316,0.9473684210526315,0.9473684210526315,0.9444444394444445,0.9444444444444444,0.9444444444444444,-,-,-
2630,"{'f': 0.16216215798392997, 'p': 0.11538461538461539, 'r': 0.2727272727272727}","{'f': 0.05714285306122478, 'p': 0.04, 'r': 0.1}","{'f': 0.18749999548828133, 'p': 0.14285714285714285, 'r': 0.2727272727272727}",id_dm_167028,0.16216215798392997,0.11538461538461539,0.2727272727272727,0.05714285306122478,0.04,0.1,0.18749999548828133,0.14285714285714285,0.2727272727272727,-,-,-
2631,"{'f': 0.48484847988980717, 'p': 0.4444444444444444, 'r': 0.5333333333333333}","{'f': 0.12903225311134256, 'p': 0.11764705882352941, 'r': 0.14285714285714285}","{'f': 0.43749999507812504, 'p': 0.3888888888888889, 'r': 0.5}",id_cnn_47370,0.48484847988980717,0.4444444444444444,0.5333333333333333,0.12903225311134256,0.11764705882352941,0.14285714285714285,0.43749999507812504,0.3888888888888889,0.5,-,-,-
2632,"{'f': 0.4999999950617285, 'p': 0.45, 'r': 0.5625}","{'f': 0.4117647009515571, 'p': 0.3684210526315789, 'r': 0.4666666666666667}","{'f': 0.5294117597231834, 'p': 0.5, 'r': 0.5625}",id_dm_21214,0.4999999950617285,0.45,0.5625,0.4117647009515571,0.3684210526315789,0.4666666666666667,0.5294117597231834,0.5,0.5625,-,-,-
2633,"{'f': 0.5333333286888889, 'p': 0.42105263157894735, 'r': 0.7272727272727273}","{'f': 0.285714281122449, 'p': 0.2222222222222222, 'r': 0.4}","{'f': 0.41379309873959574, 'p': 0.3333333333333333, 'r': 0.5454545454545454}",id_cnn_11328,0.5333333286888889,0.42105263157894735,0.7272727272727273,0.285714281122449,0.2222222222222222,0.4,0.41379309873959574,0.3333333333333333,0.5454545454545454,-,-,-
2634,"{'f': 0.6046511578150352, 'p': 0.65, 'r': 0.5652173913043478}","{'f': 0.34146340966091615, 'p': 0.3684210526315789, 'r': 0.3181818181818182}","{'f': 0.6153846104142012, 'p': 0.6666666666666666, 'r': 0.5714285714285714}",id_dm_128006,0.6046511578150352,0.65,0.5652173913043478,0.34146340966091615,0.3684210526315789,0.3181818181818182,0.6153846104142012,0.6666666666666666,0.5714285714285714,-,-,-
2635,"{'f': 0.0, 'p': 0.0, 'r': 0.0}","{'f': 0.0, 'p': 0.0, 'r': 0.0}","{'f': 0.0, 'p': 0.0, 'r': 0.0}",id_dm_108603,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-,-,-
2636,"{'f': 0.5161290273048909, 'p': 0.47058823529411764, 'r': 0.5714285714285714}","{'f': 0.275862064019025, 'p': 0.25, 'r': 0.3076923076923077}","{'f': 0.4827586157431629, 'p': 0.4375, 'r': 0.5384615384615384}",id_dm_196854,0.5161290273048909,0.47058823529411764,0.5714285714285714,0.275862064019025,0.25,0.3076923076923077,0.4827586157431629,0.4375,0.5384615384615384,-,-,-
2637,"{'f': 0.0714285670663268, 'p': 0.05263157894736842, 'r': 0.1111111111111111}","{'f': 0.0, 'p': 0.0, 'r': 0.0}","{'f': 0.0740740696296299, 'p': 0.05555555555555555, 'r': 0.1111111111111111}",id_dm_183121,0.0714285670663268,0.05263157894736842,0.1111111111111111,0.0,0.0,0.0,0.0740740696296299,0.05555555555555555,0.1111111111111111,-,-,-
2638,"{'f': 0.5624999957031251, 'p': 0.4090909090909091, 'r': 0.9}","{'f': 0.46666666246666666, 'p': 0.3333333333333333, 'r': 0.7777777777777778}","{'f': 0.6206896506539834, 'p': 0.47368421052631576, 'r': 0.9}",id_dm_46980,0.5624999957031251,0.4090909090909091,0.9,0.46666666246666666,0.3333333333333333,0.7777777777777778,0.6206896506539834,0.47368421052631576,0.9,-,-,-
2639,"{'f': 0.17647058366782017, 'p': 0.13636363636363635, 'r': 0.25}","{'f': 0.0, 'p': 0.0, 'r': 0.0}","{'f': 0.1999999952000001, 'p': 0.16666666666666666, 'r': 0.25}",id_cnn_78563,0.17647058366782017,0.13636363636363635,0.25,0.0,0.0,0.0,0.1999999952000001,0.16666666666666666,0.25,-,-,-
2640,"{'f': 0.18604650669551123, 'p': 0.21052631578947367, 'r': 0.16666666666666666}","{'f': 0.0, 'p': 0.0, 'r': 0.0}","{'f': 0.14634145848899482, 'p': 0.16666666666666666, 'r': 0.13043478260869565}",id_dm_97771,0.18604650669551123,0.21052631578947367,0.16666666666666666,0.0,0.0,0.0,0.14634145848899482,0.16666666666666666,0.13043478260869565,-,-,-
2641,"{'f': 0.0, 'p': 0.0, 'r': 0.0}","{'f': 0.0, 'p': 0.0, 'r': 0.0}","{'f': 0.0, 'p': 0.0, 'r': 0.0}",id_dm_94803,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-,-,-
2642,"{'f': 0.33333332888888895, 'p': 0.5, 'r': 0.25}","{'f': 0.2142857099234695, 'p': 0.3333333333333333, 'r': 0.15789473684210525}","{'f': 0.34482758168846617, 'p': 0.5, 'r': 0.2631578947368421}",id_dm_159480,0.33333332888888895,0.5,0.25,0.2142857099234695,0.3333333333333333,0.15789473684210525,0.34482758168846617,0.5,0.2631578947368421,-,-,-
2643,"{'f': 0.41379309873959574, 'p': 0.3333333333333333, 'r': 0.5454545454545454}","{'f': 0.22222221755829916, 'p': 0.17647058823529413, 'r': 0.3}","{'f': 0.4285714238010204, 'p': 0.35294117647058826, 'r': 0.5454545454545454}",id_dm_42105,0.41379309873959574,0.3333333333333333,0.5454545454545454,0.22222221755829916,0.17647058823529413,0.3,0.4285714238010204,0.35294117647058826,0.5454545454545454,-,-,-
2644,"{'f': 0.5517241330796672, 'p': 0.47058823529411764, 'r': 0.6666666666666666}","{'f': 0.22222221739369008, 'p': 0.1875, 'r': 0.2727272727272727}","{'f': 0.5714285665306124, 'p': 0.5, 'r': 0.6666666666666666}",id_dm_170015,0.5517241330796672,0.47058823529411764,0.6666666666666666,0.22222221739369008,0.1875,0.2727272727272727,0.5714285665306124,0.5,0.6666666666666666,-,-,-
2645,"{'f': 0.21428571053571432, 'p': 0.14285714285714285, 'r': 0.42857142857142855}","{'f': 0.15384615029585808, 'p': 0.1, 'r': 0.3333333333333333}","{'f': 0.21428571053571432, 'p': 0.14285714285714285, 'r': 0.42857142857142855}",id_dm_86037,0.21428571053571432,0.14285714285714285,0.42857142857142855,0.15384615029585808,0.1,0.3333333333333333,0.21428571053571432,0.14285714285714285,0.42857142857142855,-,-,-
2646,"{'f': 0.30303029906336093, 'p': 0.20833333333333334, 'r': 0.5555555555555556}","{'f': 0.1290322542351718, 'p': 0.08695652173913043, 'r': 0.25}","{'f': 0.2962962921262003, 'p': 0.21052631578947367, 'r': 0.5}",id_dm_102996,0.30303029906336093,0.20833333333333334,0.5555555555555556,0.1290322542351718,0.08695652173913043,0.25,0.2962962921262003,0.21052631578947367,0.5,-,-,-
2647,"{'f': 0.24242423779614333, 'p': 0.19047619047619047, 'r': 0.3333333333333333}","{'f': 0.0645161244536944, 'p': 0.05, 'r': 0.09090909090909091}","{'f': 0.2666666620222223, 'p': 0.21052631578947367, 'r': 0.36363636363636365}",id_dm_207470,0.24242423779614333,0.19047619047619047,0.3333333333333333,0.0645161244536944,0.05,0.09090909090909091,0.2666666620222223,0.21052631578947367,0.36363636363636365,-,-,-
2648,"{'f': 0.1538461488757398, 'p': 0.14285714285714285, 'r': 0.16666666666666666}","{'f': 0.0, 'p': 0.0, 'r': 0.0}","{'f': 0.1538461488757398, 'p': 0.14285714285714285, 'r': 0.16666666666666666}",id_cnn_51132,0.1538461488757398,0.14285714285714285,0.16666666666666666,0.0,0.0,0.0,0.1538461488757398,0.14285714285714285,0.16666666666666666,-,-,-
2649,"{'f': 0.19354838235171706, 'p': 0.15789473684210525, 'r': 0.25}","{'f': 0.06896551253269949, 'p': 0.05555555555555555, 'r': 0.09090909090909091}","{'f': 0.2142857093877552, 'p': 0.1875, 'r': 0.25}",id_dm_14787,0.19354838235171706,0.15789473684210525,0.25,0.06896551253269949,0.05555555555555555,0.09090909090909091,0.2142857093877552,0.1875,0.25,-,-,-
2650,"{'f': 0.0, 'p': 0.0, 'r': 0.0}","{'f': 0.0, 'p': 0.0, 'r': 0.0}","{'f': 0.0, 'p': 0.0, 'r': 0.0}",id_cnn_79068,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-,-,-
2651,"{'f': 0.357142852372449, 'p': 0.29411764705882354, 'r': 0.45454545454545453}","{'f': 0.23076922603550304, 'p': 0.1875, 'r': 0.3}","{'f': 0.3703703655418381, 'p': 0.3125, 'r': 0.45454545454545453}",id_dm_55354,0.357142852372449,0.29411764705882354,0.45454545454545453,0.23076922603550304,0.1875,0.3,0.3703703655418381,0.3125,0.45454545454545453,-,-,-
2652,"{'f': 0.27777777376543217, 'p': 0.19230769230769232, 'r': 0.5}","{'f': 0.17647058434256063, 'p': 0.12, 'r': 0.3333333333333333}","{'f': 0.3030302988062443, 'p': 0.21739130434782608, 'r': 0.5}",id_dm_26705,0.27777777376543217,0.19230769230769232,0.5,0.17647058434256063,0.12,0.3333333333333333,0.3030302988062443,0.21739130434782608,0.5,-,-,-
2653,"{'f': 0.38461537988165684, 'p': 0.3125, 'r': 0.5}","{'f': 0.1666666619791668, 'p': 0.13333333333333333, 'r': 0.2222222222222222}","{'f': 0.41666666180555556, 'p': 0.35714285714285715, 'r': 0.5}",id_dm_142223,0.38461537988165684,0.3125,0.5,0.1666666619791668,0.13333333333333333,0.2222222222222222,0.41666666180555556,0.35714285714285715,0.5,-,-,-
2654,"{'f': 0.12903225369406884, 'p': 0.09523809523809523, 'r': 0.2}","{'f': 0.0, 'p': 0.0, 'r': 0.0}","{'f': 0.12903225369406884, 'p': 0.09523809523809523, 'r': 0.2}",id_cnn_68325,0.12903225369406884,0.09523809523809523,0.2,0.0,0.0,0.0,0.12903225369406884,0.09523809523809523,0.2,-,-,-
2655,"{'f': 0.36363635867768596, 'p': 0.3333333333333333, 'r': 0.4}","{'f': 0.12903225311134256, 'p': 0.11764705882352941, 'r': 0.14285714285714285}","{'f': 0.3333333284222223, 'p': 0.29411764705882354, 'r': 0.38461538461538464}",id_cnn_48932,0.36363635867768596,0.3333333333333333,0.4,0.12903225311134256,0.11764705882352941,0.14285714285714285,0.3333333284222223,0.29411764705882354,0.38461538461538464,-,-,-
2656,"{'f': 0.0, 'p': 0.0, 'r': 0.0}","{'f': 0.0, 'p': 0.0, 'r': 0.0}","{'f': 0.0, 'p': 0.0, 'r': 0.0}",id_dm_158233,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-,-,-
2657,"{'f': 0.5882352891349482, 'p': 0.5555555555555556, 'r': 0.625}","{'f': 0.3124999950195313, 'p': 0.29411764705882354, 'r': 0.3333333333333333}","{'f': 0.48484847988980717, 'p': 0.4444444444444444, 'r': 0.5333333333333333}",id_dm_64192,0.5882352891349482,0.5555555555555556,0.625,0.3124999950195313,0.29411764705882354,0.3333333333333333,0.48484847988980717,0.4444444444444444,0.5333333333333333,-,-,-
2658,"{'f': 0.5714285666581633, 'p': 0.47058823529411764, 'r': 0.7272727272727273}","{'f': 0.4615384568047337, 'p': 0.375, 'r': 0.6}","{'f': 0.5714285666581633, 'p': 0.47058823529411764, 'r': 0.7272727272727273}",id_dm_141524,0.5714285666581633,0.47058823529411764,0.7272727272727273,0.4615384568047337,0.375,0.6,0.5714285666581633,0.47058823529411764,0.7272727272727273,-,-,-
2659,"{'f': 0.23076922683431958, 'p': 0.15789473684210525, 'r': 0.42857142857142855}","{'f': 0.0, 'p': 0.0, 'r': 0.0}","{'f': 0.23076922683431958, 'p': 0.15789473684210525, 'r': 0.42857142857142855}",id_dm_12732,0.23076922683431958,0.15789473684210525,0.42857142857142855,0.0,0.0,0.0,0.23076922683431958,0.15789473684210525,0.42857142857142855,-,-,-
2660,"{'f': 0.0, 'p': 0.0, 'r': 0.0}","{'f': 0.0, 'p': 0.0, 'r': 0.0}","{'f': 0.0, 'p': 0.0, 'r': 0.0}",id_cnn_34607,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-,-,-
2661,"{'f': 0.3999999953555556, 'p': 0.3157894736842105, 'r': 0.5454545454545454}","{'f': 0.285714281122449, 'p': 0.2222222222222222, 'r': 0.4}","{'f': 0.41379309873959574, 'p': 0.3333333333333333, 'r': 0.5454545454545454}",id_dm_134719,0.3999999953555556,0.3157894736842105,0.5454545454545454,0.285714281122449,0.2222222222222222,0.4,0.41379309873959574,0.3333333333333333,0.5454545454545454,-,-,-
2662,"{'f': 0.0, 'p': 0.0, 'r': 0.0}","{'f': 0.0, 'p': 0.0, 'r': 0.0}","{'f': 0.0, 'p': 0.0, 'r': 0.0}",id_dm_74754,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-,-,-
2663,"{'f': 0.1538461489644972, 'p': 0.13333333333333333, 'r': 0.18181818181818182}","{'f': 0.0, 'p': 0.0, 'r': 0.0}","{'f': 0.07692307204142042, 'p': 0.06666666666666667, 'r': 0.09090909090909091}",id_cnn_2847,0.1538461489644972,0.13333333333333333,0.18181818181818182,0.0,0.0,0.0,0.07692307204142042,0.06666666666666667,0.09090909090909091,-,-,-
2664,"{'f': 0.11111110617283973, 'p': 0.1, 'r': 0.125}","{'f': 0.0, 'p': 0.0, 'r': 0.0}","{'f': 0.11111110617283973, 'p': 0.1, 'r': 0.125}",id_dm_167768,0.11111110617283973,0.1,0.125,0.0,0.0,0.0,0.11111110617283973,0.1,0.125,-,-,-
2665,"{'f': 0.0, 'p': 0.0, 'r': 0.0}","{'f': 0.0, 'p': 0.0, 'r': 0.0}","{'f': 0.0, 'p': 0.0, 'r': 0.0}",id_dm_193881,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-,-,-
2666,"{'f': 0.06451612407908468, 'p': 0.058823529411764705, 'r': 0.07142857142857142}","{'f': 0.0, 'p': 0.0, 'r': 0.0}","{'f': 0.06451612407908468, 'p': 0.058823529411764705, 'r': 0.07142857142857142}",id_cnn_88997,0.06451612407908468,0.058823529411764705,0.07142857142857142,0.0,0.0,0.0,0.06451612407908468,0.058823529411764705,0.07142857142857142,-,-,-
2667,"{'f': 0.19999999555555567, 'p': 0.15, 'r': 0.3}","{'f': 0.0714285670663268, 'p': 0.05263157894736842, 'r': 0.1111111111111111}","{'f': 0.21428570969387764, 'p': 0.16666666666666666, 'r': 0.3}",id_dm_179582,0.19999999555555567,0.15,0.3,0.0714285670663268,0.05263157894736842,0.1111111111111111,0.21428570969387764,0.16666666666666666,0.3,-,-,-
2668,"{'f': 0.05882352525951587, 'p': 0.041666666666666664, 'r': 0.1}","{'f': 0.0, 'p': 0.0, 'r': 0.0}","{'f': 0.06451612466181092, 'p': 0.047619047619047616, 'r': 0.1}",id_dm_26424,0.05882352525951587,0.041666666666666664,0.1,0.0,0.0,0.0,0.06451612466181092,0.047619047619047616,0.1,-,-,-
2669,"{'f': 0.45454544954545456, 'p': 0.45454545454545453, 'r': 0.45454545454545453}","{'f': 0.19999999500000015, 'p': 0.2, 'r': 0.2}","{'f': 0.3636363586363637, 'p': 0.36363636363636365, 'r': 0.36363636363636365}",id_dm_299,0.45454544954545456,0.45454545454545453,0.45454545454545453,0.19999999500000015,0.2,0.2,0.3636363586363637,0.36363636363636365,0.36363636363636365,-,-,-
2670,"{'f': 0.3333333284222223, 'p': 0.29411764705882354, 'r': 0.38461538461538464}","{'f': 0.14285713795918387, 'p': 0.125, 'r': 0.16666666666666666}","{'f': 0.35714285216836733, 'p': 0.3333333333333333, 'r': 0.38461538461538464}",id_dm_78453,0.3333333284222223,0.29411764705882354,0.38461538461538464,0.14285713795918387,0.125,0.16666666666666666,0.35714285216836733,0.3333333333333333,0.38461538461538464,-,-,-
2671,"{'f': 0.25806451200832464, 'p': 0.18181818181818182, 'r': 0.4444444444444444}","{'f': 0.0, 'p': 0.0, 'r': 0.0}","{'f': 0.19354838297606666, 'p': 0.13636363636363635, 'r': 0.3333333333333333}",id_dm_161812,0.25806451200832464,0.18181818181818182,0.4444444444444444,0.0,0.0,0.0,0.19354838297606666,0.13636363636363635,0.3333333333333333,-,-,-
2672,"{'f': 0.12121211658402223, 'p': 0.09523809523809523, 'r': 0.16666666666666666}","{'f': 0.0, 'p': 0.0, 'r': 0.0}","{'f': 0.060606055977961794, 'p': 0.047619047619047616, 'r': 0.08333333333333333}",id_dm_134416,0.12121211658402223,0.09523809523809523,0.16666666666666666,0.0,0.0,0.0,0.060606055977961794,0.047619047619047616,0.08333333333333333,-,-,-
2673,"{'f': 0.7777777728395062, 'p': 0.875, 'r': 0.7}","{'f': 0.7058823480103807, 'p': 0.8, 'r': 0.631578947368421}","{'f': 0.7999999950367347, 'p': 0.875, 'r': 0.7368421052631579}",id_dm_31717,0.7777777728395062,0.875,0.7,0.7058823480103807,0.8,0.631578947368421,0.7999999950367347,0.875,0.7368421052631579,-,-,-
2674,"{'f': 0.06896551253269949, 'p': 0.05555555555555555, 'r': 0.09090909090909091}","{'f': 0.0, 'p': 0.0, 'r': 0.0}","{'f': 0.07142856665816359, 'p': 0.058823529411764705, 'r': 0.09090909090909091}",id_cnn_7663,0.06896551253269949,0.05555555555555555,0.09090909090909091,0.0,0.0,0.0,0.07142856665816359,0.058823529411764705,0.09090909090909091,-,-,-
2675,"{'f': 0.15999999520000013, 'p': 0.13333333333333333, 'r': 0.2}","{'f': 0.0, 'p': 0.0, 'r': 0.0}","{'f': 0.15999999520000013, 'p': 0.13333333333333333, 'r': 0.2}",id_dm_84405,0.15999999520000013,0.13333333333333333,0.2,0.0,0.0,0.0,0.15999999520000013,0.13333333333333333,0.2,-,-,-
2676,"{'f': 0.22222221755829916, 'p': 0.17647058823529413, 'r': 0.3}","{'f': 0.15999999539200013, 'p': 0.125, 'r': 0.2222222222222222}","{'f': 0.23999999520000007, 'p': 0.2, 'r': 0.3}",id_cnn_58105,0.22222221755829916,0.17647058823529413,0.3,0.15999999539200013,0.125,0.2222222222222222,0.23999999520000007,0.2,0.3,-,-,-
2677,"{'f': 0.19047618557823143, 'p': 0.2222222222222222, 'r': 0.16666666666666666}","{'f': 0.0, 'p': 0.0, 'r': 0.0}","{'f': 0.20512820021038802, 'p': 0.23529411764705882, 'r': 0.18181818181818182}",id_dm_174477,0.19047618557823143,0.2222222222222222,0.16666666666666666,0.0,0.0,0.0,0.20512820021038802,0.23529411764705882,0.18181818181818182,-,-,-
2678,"{'f': 0.22222221755829916, 'p': 0.17647058823529413, 'r': 0.3}","{'f': 0.07999999539200027, 'p': 0.0625, 'r': 0.1111111111111111}","{'f': 0.23076922603550304, 'p': 0.1875, 'r': 0.3}",id_dm_65681,0.22222221755829916,0.17647058823529413,0.3,0.07999999539200027,0.0625,0.1111111111111111,0.23076922603550304,0.1875,0.3,-,-,-
2679,"{'f': 0.22222221724444458, 'p': 0.20833333333333334, 'r': 0.23809523809523808}","{'f': 0.04651162293131476, 'p': 0.043478260869565216, 'r': 0.05}","{'f': 0.24390243402736475, 'p': 0.23809523809523808, 'r': 0.25}",id_dm_111276,0.22222221724444458,0.20833333333333334,0.23809523809523808,0.04651162293131476,0.043478260869565216,0.05,0.24390243402736475,0.23809523809523808,0.25,-,-,-
2680,"{'f': 0.12499999595703139, 'p': 0.08695652173913043, 'r': 0.2222222222222222}","{'f': 0.0, 'p': 0.0, 'r': 0.0}","{'f': 0.12903225394380866, 'p': 0.09090909090909091, 'r': 0.2222222222222222}",id_cnn_82535,0.12499999595703139,0.08695652173913043,0.2222222222222222,0.0,0.0,0.0,0.12903225394380866,0.09090909090909091,0.2222222222222222,-,-,-
2681,"{'f': 0.0, 'p': 0.0, 'r': 0.0}","{'f': 0.0, 'p': 0.0, 'r': 0.0}","{'f': 0.0, 'p': 0.0, 'r': 0.0}",id_dm_168738,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-,-,-
2682,"{'f': 0.1428571384948981, 'p': 0.10526315789473684, 'r': 0.2222222222222222}","{'f': 0.07692307266272212, 'p': 0.05555555555555555, 'r': 0.125}","{'f': 0.1428571384948981, 'p': 0.10526315789473684, 'r': 0.2222222222222222}",id_dm_105827,0.1428571384948981,0.10526315789473684,0.2222222222222222,0.07692307266272212,0.05555555555555555,0.125,0.1428571384948981,0.10526315789473684,0.2222222222222222,-,-,-
2683,"{'f': 0.41025640533859303, 'p': 0.36363636363636365, 'r': 0.47058823529411764}","{'f': 0.16216215725346983, 'p': 0.14285714285714285, 'r': 0.1875}","{'f': 0.3888888840277778, 'p': 0.3333333333333333, 'r': 0.4666666666666667}",id_dm_188266,0.41025640533859303,0.36363636363636365,0.47058823529411764,0.16216215725346983,0.14285714285714285,0.1875,0.3888888840277778,0.3333333333333333,0.4666666666666667,-,-,-
2684,"{'f': 0.2499999957031251, 'p': 0.18181818181818182, 'r': 0.4}","{'f': 0.06666666246666693, 'p': 0.047619047619047616, 'r': 0.1111111111111111}","{'f': 0.2666666622222223, 'p': 0.2, 'r': 0.4}",id_dm_19490,0.2499999957031251,0.18181818181818182,0.4,0.06666666246666693,0.047619047619047616,0.1111111111111111,0.2666666622222223,0.2,0.4,-,-,-
2685,"{'f': 0.17647058366782017, 'p': 0.13636363636363635, 'r': 0.25}","{'f': 0.06249999548828158, 'p': 0.047619047619047616, 'r': 0.09090909090909091}","{'f': 0.12499999531250018, 'p': 0.1, 'r': 0.16666666666666666}",id_dm_159740,0.17647058366782017,0.13636363636363635,0.25,0.06249999548828158,0.047619047619047616,0.09090909090909091,0.12499999531250018,0.1,0.16666666666666666,-,-,-
2686,"{'f': 0.09523809028344697, 'p': 0.08695652173913043, 'r': 0.10526315789473684}","{'f': 0.04999999505000049, 'p': 0.045454545454545456, 'r': 0.05555555555555555}","{'f': 0.09999999501250025, 'p': 0.09523809523809523, 'r': 0.10526315789473684}",id_dm_27566,0.09523809028344697,0.08695652173913043,0.10526315789473684,0.04999999505000049,0.045454545454545456,0.05555555555555555,0.09999999501250025,0.09523809523809523,0.10526315789473684,-,-,-
2687,"{'f': 0.0, 'p': 0.0, 'r': 0.0}","{'f': 0.0, 'p': 0.0, 'r': 0.0}","{'f': 0.0, 'p': 0.0, 'r': 0.0}",id_dm_126744,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-,-,-
2688,"{'f': 0.0, 'p': 0.0, 'r': 0.0}","{'f': 0.0, 'p': 0.0, 'r': 0.0}","{'f': 0.0, 'p': 0.0, 'r': 0.0}",id_cnn_61480,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-,-,-
2689,"{'f': 0.43902438560380724, 'p': 0.6, 'r': 0.34615384615384615}","{'f': 0.20512820052596986, 'p': 0.2857142857142857, 'r': 0.16}","{'f': 0.2051282003944774, 'p': 0.26666666666666666, 'r': 0.16666666666666666}",id_dm_75121,0.43902438560380724,0.6,0.34615384615384615,0.20512820052596986,0.2857142857142857,0.16,0.2051282003944774,0.26666666666666666,0.16666666666666666,-,-,-
2690,"{'f': 0.25806451175858486, 'p': 0.19047619047619047, 'r': 0.4}","{'f': 0.06896551296076128, 'p': 0.05, 'r': 0.1111111111111111}","{'f': 0.2666666622222223, 'p': 0.2, 'r': 0.4}",id_dm_208901,0.25806451175858486,0.19047619047619047,0.4,0.06896551296076128,0.05,0.1111111111111111,0.2666666622222223,0.2,0.4,-,-,-
2691,"{'f': 0.7333333283555556, 'p': 0.7857142857142857, 'r': 0.6875}","{'f': 0.5714285664540818, 'p': 0.6153846153846154, 'r': 0.5333333333333333}","{'f': 0.7333333283555556, 'p': 0.7857142857142857, 'r': 0.6875}",id_dm_23678,0.7333333283555556,0.7857142857142857,0.6875,0.5714285664540818,0.6153846153846154,0.5333333333333333,0.7333333283555556,0.7857142857142857,0.6875,-,-,-
